contig	file	gi_count	gi_length	genome_length	num_mapped_reads
VIRSorter_H_NODE_1833_length_16450_cov_30_670588-cat_2	VIRSorter_H_NODE_1833_length_16450_cov_30_670588-cat_2.windows.csv.gz	2	283	16450	5689
VIRSorter_H_NODE_1836_length_16424_cov_15_509542-cat_2	VIRSorter_H_NODE_1836_length_16424_cov_15_509542-cat_2.windows.csv.gz	0	0	16424	2904
VIRSorter_H_NODE_1839_length_16404_cov_8_242182-cat_2	VIRSorter_H_NODE_1839_length_16404_cov_8_242182-cat_2.windows.csv.gz	0	0	16404	3033
VIRSorter_H_NODE_1841_length_16391_cov_8_125738-cat_2	VIRSorter_H_NODE_1841_length_16391_cov_8_125738-cat_2.windows.csv.gz	0	0	16391	1414
VIRSorter_H_NODE_1843_length_16382_cov_15_366226-cat_2	VIRSorter_H_NODE_1843_length_16382_cov_15_366226-cat_2.windows.csv.gz	0	0	16382	2226
VIRSorter_H_NODE_1844_length_16365_cov_11_700825-cat_2	VIRSorter_H_NODE_1844_length_16365_cov_11_700825-cat_2.windows.csv.gz	0	0	16365	3011
VIRSorter_H_NODE_1848_length_16337_cov_15_373720-cat_1	VIRSorter_H_NODE_1848_length_16337_cov_15_373720-cat_1.windows.csv.gz	0	0	16337	3460
VIRSorter_H_NODE_1849_length_16330_cov_12_386533-cat_2	VIRSorter_H_NODE_1849_length_16330_cov_12_386533-cat_2.windows.csv.gz	0	0	16330	2157
VIRSorter_H_NODE_1850_length_16329_cov_10_782866-cat_2	VIRSorter_H_NODE_1850_length_16329_cov_10_782866-cat_2.windows.csv.gz	0	0	16329	1666
VIRSorter_H_NODE_1853_length_16320_cov_15_531094-cat_2	VIRSorter_H_NODE_1853_length_16320_cov_15_531094-cat_2.windows.csv.gz	0	0	16320	4885
VIRSorter_H_NODE_1855_length_16298_cov_9_816647-cat_2	VIRSorter_H_NODE_1855_length_16298_cov_9_816647-cat_2.windows.csv.gz	0	0	16298	1595
VIRSorter_H_NODE_1858_length_16294_cov_15_401559-cat_1	VIRSorter_H_NODE_1858_length_16294_cov_15_401559-cat_1.windows.csv.gz	0	0	16294	3714
VIRSorter_H_NODE_1860_length_16277_cov_69_173251-cat_1	VIRSorter_H_NODE_1860_length_16277_cov_69_173251-cat_1.windows.csv.gz	0	0	16277	13860
VIRSorter_H_NODE_1862_length_16275_cov_14_446928-cat_1	VIRSorter_H_NODE_1862_length_16275_cov_14_446928-cat_1.windows.csv.gz	0	0	16275	2448
VIRSorter_H_NODE_1864_length_16242_cov_59_212101-cat_2	VIRSorter_H_NODE_1864_length_16242_cov_59_212101-cat_2.windows.csv.gz	2	2125	16242	12863
VIRSorter_H_NODE_1868_length_16224_cov_22_104492-cat_2	VIRSorter_H_NODE_1868_length_16224_cov_22_104492-cat_2.windows.csv.gz	0	0	16224	3713
VIRSorter_H_NODE_1869_length_16213_cov_66_709499-cat_2	VIRSorter_H_NODE_1869_length_16213_cov_66_709499-cat_2.windows.csv.gz	1	260	16213	14908
VIRSorter_H_NODE_1878_length_16180_cov_41_463029-cat_2	VIRSorter_H_NODE_1878_length_16180_cov_41_463029-cat_2.windows.csv.gz	0	0	16180	6595
VIRSorter_H_NODE_1880_length_16177_cov_13_263863-cat_2	VIRSorter_H_NODE_1880_length_16177_cov_13_263863-cat_2.windows.csv.gz	1	6709	16177	973
VIRSorter_H_NODE_1889_length_16114_cov_16_040971-cat_2	VIRSorter_H_NODE_1889_length_16114_cov_16_040971-cat_2.windows.csv.gz	0	0	16114	2522
VIRSorter_H_NODE_189_length_68001_cov_62_917391-cat_2	VIRSorter_H_NODE_189_length_68001_cov_62_917391-cat_2.windows.csv.gz	8	18660	68001	32989
VIRSorter_H_NODE_1893_length_16096_cov_14_641869-cat_2	VIRSorter_H_NODE_1893_length_16096_cov_14_641869-cat_2.windows.csv.gz	1	310	16096	2136
VIRSorter_H_NODE_1896_length_16082_cov_44_695519-cat_2	VIRSorter_H_NODE_1896_length_16082_cov_44_695519-cat_2.windows.csv.gz	3	686	16082	8878
VIRSorter_H_NODE_1900_length_16064_cov_68_814771-cat_1	VIRSorter_H_NODE_1900_length_16064_cov_68_814771-cat_1.windows.csv.gz	0	0	16064	17615
VIRSorter_H_NODE_1901_length_16062_cov_26_556385-cat_2	VIRSorter_H_NODE_1901_length_16062_cov_26_556385-cat_2.windows.csv.gz	3	806	16062	4224
VIRSorter_H_NODE_1907_length_16027_cov_50_602075-cat_2	VIRSorter_H_NODE_1907_length_16027_cov_50_602075-cat_2.windows.csv.gz	2	4331	16027	2343
VIRSorter_H_NODE_1910_length_15987_cov_35_706431-cat_2	VIRSorter_H_NODE_1910_length_15987_cov_35_706431-cat_2.windows.csv.gz	1	144	15987	5953
VIRSorter_H_NODE_1913_length_15954_cov_15_883933-cat_1	VIRSorter_H_NODE_1913_length_15954_cov_15_883933-cat_1.windows.csv.gz	0	0	15954	2183
VIRSorter_H_NODE_1914_length_15942_cov_28_743218-cat_2	VIRSorter_H_NODE_1914_length_15942_cov_28_743218-cat_2.windows.csv.gz	1	291	15942	10223
VIRSorter_H_NODE_1917_length_15920_cov_18_395048-cat_2	VIRSorter_H_NODE_1917_length_15920_cov_18_395048-cat_2.windows.csv.gz	0	0	15920	3514
VIRSorter_H_NODE_1923_length_15875_cov_7_153480-cat_1	VIRSorter_H_NODE_1923_length_15875_cov_7_153480-cat_1.windows.csv.gz	0	0	15875	1324
VIRSorter_H_NODE_1928_length_15865_cov_39_978905-cat_2	VIRSorter_H_NODE_1928_length_15865_cov_39_978905-cat_2.windows.csv.gz	0	0	15865	18737
VIRSorter_H_NODE_1931_length_15840_cov_50_300261-cat_2	VIRSorter_H_NODE_1931_length_15840_cov_50_300261-cat_2.windows.csv.gz	2	618	15840	9601
VIRSorter_H_NODE_1933_length_15832_cov_15_687679-cat_2	VIRSorter_H_NODE_1933_length_15832_cov_15_687679-cat_2.windows.csv.gz	0	0	15832	2390
VIRSorter_H_NODE_1935_length_15810_cov_77_274692-cat_2	VIRSorter_H_NODE_1935_length_15810_cov_77_274692-cat_2.windows.csv.gz	0	0	15810	11499
VIRSorter_H_NODE_1936_length_15805_cov_12_625654-cat_2	VIRSorter_H_NODE_1936_length_15805_cov_12_625654-cat_2.windows.csv.gz	1	6	15805	2454
VIRSorter_H_NODE_1937_length_15799_cov_12_726582-cat_1	VIRSorter_H_NODE_1937_length_15799_cov_12_726582-cat_1.windows.csv.gz	1	90	15799	3171
VIRSorter_H_NODE_1938_length_15798_cov_12_337183-cat_2	VIRSorter_H_NODE_1938_length_15798_cov_12_337183-cat_2.windows.csv.gz	0	0	15798	1878
VIRSorter_H_NODE_194_length_67353_cov_28_622601-cat_2	VIRSorter_H_NODE_194_length_67353_cov_28_622601-cat_2.windows.csv.gz	0	0	67353	25516
VIRSorter_H_NODE_1941_length_15778_cov_11_499521-cat_2	VIRSorter_H_NODE_1941_length_15778_cov_11_499521-cat_2.windows.csv.gz	0	0	15778	1918
VIRSorter_H_NODE_1944_length_15740_cov_18_827323-cat_2	VIRSorter_H_NODE_1944_length_15740_cov_18_827323-cat_2.windows.csv.gz	0	0	15740	3567
VIRSorter_H_NODE_1949_length_15705_cov_17_456220-cat_2	VIRSorter_H_NODE_1949_length_15705_cov_17_456220-cat_2.windows.csv.gz	0	0	15705	3306
VIRSorter_H_NODE_195_length_66983_cov_22_376122-cat_2	VIRSorter_H_NODE_195_length_66983_cov_22_376122-cat_2.windows.csv.gz	0	0	66983	21532
VIRSorter_H_NODE_1951_length_15699_cov_10_649178-cat_2	VIRSorter_H_NODE_1951_length_15699_cov_10_649178-cat_2.windows.csv.gz	0	0	15699	2048
VIRSorter_H_NODE_1954_length_15689_cov_18_624213-cat_2	VIRSorter_H_NODE_1954_length_15689_cov_18_624213-cat_2.windows.csv.gz	1	46	15689	3204
VIRSorter_H_NODE_1957_length_15685_cov_45_789754-cat_2	VIRSorter_H_NODE_1957_length_15685_cov_45_789754-cat_2.windows.csv.gz	0	0	15685	7461
VIRSorter_H_NODE_1960_length_15669_cov_11_695599-cat_2	VIRSorter_H_NODE_1960_length_15669_cov_11_695599-cat_2.windows.csv.gz	0	0	15669	1895
VIRSorter_H_NODE_1964_length_15641_cov_9_166559-cat_2	VIRSorter_H_NODE_1964_length_15641_cov_9_166559-cat_2.windows.csv.gz	0	0	15641	1206
VIRSorter_H_NODE_1965_length_15630_cov_9_578920-cat_1	VIRSorter_H_NODE_1965_length_15630_cov_9_578920-cat_1.windows.csv.gz	1	228	15630	6295
VIRSorter_H_NODE_1967_length_15615_cov_78_660834-cat_2	VIRSorter_H_NODE_1967_length_15615_cov_78_660834-cat_2.windows.csv.gz	1	330	15615	15540
VIRSorter_H_NODE_1968_length_15607_cov_88_673579-cat_2	VIRSorter_H_NODE_1968_length_15607_cov_88_673579-cat_2.windows.csv.gz	6	3535	15607	12354
VIRSorter_H_NODE_197_length_66669_cov_37_786736-cat_2	VIRSorter_H_NODE_197_length_66669_cov_37_786736-cat_2.windows.csv.gz	0	0	66669	22164
VIRSorter_H_NODE_1972_length_15572_cov_30_540110-cat_2	VIRSorter_H_NODE_1972_length_15572_cov_30_540110-cat_2.windows.csv.gz	1	85	15572	7463
VIRSorter_H_NODE_1979_length_15526_cov_26_717774-cat_2	VIRSorter_H_NODE_1979_length_15526_cov_26_717774-cat_2.windows.csv.gz	0	0	15526	4519
VIRSorter_H_NODE_1980_length_15524_cov_40_333961-cat_2	VIRSorter_H_NODE_1980_length_15524_cov_40_333961-cat_2.windows.csv.gz	0	0	15524	6246
VIRSorter_H_NODE_1983_length_15520_cov_19_020919-cat_2	VIRSorter_H_NODE_1983_length_15520_cov_19_020919-cat_2.windows.csv.gz	0	0	15520	4794
VIRSorter_H_NODE_1984_length_15505_cov_22_166276-cat_2	VIRSorter_H_NODE_1984_length_15505_cov_22_166276-cat_2.windows.csv.gz	0	0	15505	13113
VIRSorter_H_NODE_1986_length_15498_cov_28_287099-cat_2	VIRSorter_H_NODE_1986_length_15498_cov_28_287099-cat_2.windows.csv.gz	1	82	15498	4039
VIRSorter_H_NODE_199_length_66226_cov_72_608269-cat_2	VIRSorter_H_NODE_199_length_66226_cov_72_608269-cat_2.windows.csv.gz	3	18970	66226	59747
VIRSorter_H_NODE_1990_length_15474_cov_25_542973-cat_2	VIRSorter_H_NODE_1990_length_15474_cov_25_542973-cat_2.windows.csv.gz	0	0	15474	6686
VIRSorter_H_NODE_1991_length_15474_cov_17_245651-cat_2	VIRSorter_H_NODE_1991_length_15474_cov_17_245651-cat_2.windows.csv.gz	0	0	15474	3293
VIRSorter_H_NODE_1993_length_15459_cov_12_287960-cat_2	VIRSorter_H_NODE_1993_length_15459_cov_12_287960-cat_2.windows.csv.gz	0	0	15459	1647
VIRSorter_H_NODE_1995_length_15456_cov_15_884402-cat_2	VIRSorter_H_NODE_1995_length_15456_cov_15_884402-cat_2.windows.csv.gz	0	0	15456	2825
VIRSorter_H_NODE_1997_length_15442_cov_33_142540-cat_2	VIRSorter_H_NODE_1997_length_15442_cov_33_142540-cat_2.windows.csv.gz	0	0	15442	6589
VIRSorter_H_NODE_1999_length_15441_cov_54_429607-cat_2	VIRSorter_H_NODE_1999_length_15441_cov_54_429607-cat_2.windows.csv.gz	3	3884	15441	6375
VIRSorter_H_NODE_2000_length_15439_cov_25_787552-cat_2	VIRSorter_H_NODE_2000_length_15439_cov_25_787552-cat_2.windows.csv.gz	0	0	15439	5408
VIRSorter_H_NODE_2002_length_15421_cov_90_278148-cat_2	VIRSorter_H_NODE_2002_length_15421_cov_90_278148-cat_2.windows.csv.gz	0	0	15421	26593
VIRSorter_H_NODE_2003_length_15418_cov_32_487149-cat_1	VIRSorter_H_NODE_2003_length_15418_cov_32_487149-cat_1.windows.csv.gz	0	0	15418	4558
VIRSorter_H_NODE_2004_length_15414_cov_35_211945-cat_1	VIRSorter_H_NODE_2004_length_15414_cov_35_211945-cat_1.windows.csv.gz	0	0	15414	9191
VIRSorter_H_NODE_201_length_66137_cov_42_116800-cat_2	VIRSorter_H_NODE_201_length_66137_cov_42_116800-cat_2.windows.csv.gz	5	2509	66137	25772
VIRSorter_H_NODE_2010_length_15388_cov_38_054453-cat_2	VIRSorter_H_NODE_2010_length_15388_cov_38_054453-cat_2.windows.csv.gz	1	84	15388	5595
VIRSorter_H_NODE_2012_length_15374_cov_35_999869-cat_2	VIRSorter_H_NODE_2012_length_15374_cov_35_999869-cat_2.windows.csv.gz	0	0	15374	5202
VIRSorter_H_NODE_2013_length_15364_cov_10_078034-cat_2	VIRSorter_H_NODE_2013_length_15364_cov_10_078034-cat_2.windows.csv.gz	0	0	15364	1704
VIRSorter_H_NODE_2014_length_15360_cov_43_125320-cat_2	VIRSorter_H_NODE_2014_length_15360_cov_43_125320-cat_2.windows.csv.gz	0	0	15360	5193
VIRSorter_H_NODE_2017_length_15345_cov_14_392890-cat_2	VIRSorter_H_NODE_2017_length_15345_cov_14_392890-cat_2.windows.csv.gz	0	0	15345	2126
VIRSorter_H_NODE_202_length_65707_cov_75_843931-cat_2	VIRSorter_H_NODE_202_length_65707_cov_75_843931-cat_2.windows.csv.gz	0	0	65707	67999
VIRSorter_H_NODE_2020_length_15332_cov_17_406774-cat_1	VIRSorter_H_NODE_2020_length_15332_cov_17_406774-cat_1.windows.csv.gz	0	0	15332	2455
VIRSorter_H_NODE_2021_length_15324_cov_92_566493-cat_1	VIRSorter_H_NODE_2021_length_15324_cov_92_566493-cat_1.windows.csv.gz	1	560	15324	12741
VIRSorter_H_NODE_2026_length_15289_cov_10_851998-cat_2	VIRSorter_H_NODE_2026_length_15289_cov_10_851998-cat_2.windows.csv.gz	0	0	15289	1770
VIRSorter_H_NODE_2027_length_15283_cov_16_679401-cat_1	VIRSorter_H_NODE_2027_length_15283_cov_16_679401-cat_1.windows.csv.gz	0	0	15283	2501
VIRSorter_H_NODE_2028_length_15281_cov_16_580771-cat_2	VIRSorter_H_NODE_2028_length_15281_cov_16_580771-cat_2.windows.csv.gz	0	0	15281	3111
VIRSorter_H_NODE_2033_length_15261_cov_12_596538-cat_2	VIRSorter_H_NODE_2033_length_15261_cov_12_596538-cat_2.windows.csv.gz	0	0	15261	1866
VIRSorter_H_NODE_2034_length_15253_cov_34_164419-cat_2	VIRSorter_H_NODE_2034_length_15253_cov_34_164419-cat_2.windows.csv.gz	3	1474	15253	5361
VIRSorter_H_NODE_2038_length_15243_cov_14_642498-cat_2	VIRSorter_H_NODE_2038_length_15243_cov_14_642498-cat_2.windows.csv.gz	0	0	15243	2052
VIRSorter_H_NODE_2041_length_15220_cov_34_272775-cat_1	VIRSorter_H_NODE_2041_length_15220_cov_34_272775-cat_1.windows.csv.gz	0	0	15220	7272
VIRSorter_H_NODE_2046_length_15212_cov_7_507060-cat_1	VIRSorter_H_NODE_2046_length_15212_cov_7_507060-cat_1.windows.csv.gz	0	0	15212	1578
VIRSorter_H_NODE_205_length_65439_cov_32_340596-cat_2	VIRSorter_H_NODE_205_length_65439_cov_32_340596-cat_2.windows.csv.gz	0	0	65439	20771
VIRSorter_H_NODE_2050_length_15204_cov_15_584533-cat_2	VIRSorter_H_NODE_2050_length_15204_cov_15_584533-cat_2.windows.csv.gz	0	0	15204	3285
VIRSorter_H_NODE_2052_length_15194_cov_18_248424-cat_2	VIRSorter_H_NODE_2052_length_15194_cov_18_248424-cat_2.windows.csv.gz	0	0	15194	5195
VIRSorter_H_NODE_2054_length_15191_cov_10_187002-cat_1	VIRSorter_H_NODE_2054_length_15191_cov_10_187002-cat_1.windows.csv.gz	0	0	15191	1863
VIRSorter_H_NODE_2055_length_15180_cov_29_446888-cat_2	VIRSorter_H_NODE_2055_length_15180_cov_29_446888-cat_2.windows.csv.gz	0	0	15180	7348
VIRSorter_H_NODE_2058_length_15154_cov_24_818527-cat_2	VIRSorter_H_NODE_2058_length_15154_cov_24_818527-cat_2.windows.csv.gz	0	0	15154	3626
VIRSorter_H_NODE_2060_length_15141_cov_17_370254-cat_1	VIRSorter_H_NODE_2060_length_15141_cov_17_370254-cat_1.windows.csv.gz	0	0	15141	3032
VIRSorter_H_NODE_2061_length_15136_cov_29_172097-cat_1	VIRSorter_H_NODE_2061_length_15136_cov_29_172097-cat_1.windows.csv.gz	0	0	15136	4759
VIRSorter_H_NODE_2065_length_15126_cov_59_500300-cat_2	VIRSorter_H_NODE_2065_length_15126_cov_59_500300-cat_2.windows.csv.gz	1	408	15126	12181
VIRSorter_H_NODE_2067_length_15120_cov_44_008271-cat_2	VIRSorter_H_NODE_2067_length_15120_cov_44_008271-cat_2.windows.csv.gz	0	0	15120	5779
VIRSorter_H_NODE_207_length_65104_cov_63_326038-cat_2	VIRSorter_H_NODE_207_length_65104_cov_63_326038-cat_2.windows.csv.gz	0	0	65104	43363
VIRSorter_H_NODE_2070_length_15107_cov_11_424900-cat_2	VIRSorter_H_NODE_2070_length_15107_cov_11_424900-cat_2.windows.csv.gz	0	0	15107	2830
VIRSorter_H_NODE_2072_length_15096_cov_24_065669-cat_2	VIRSorter_H_NODE_2072_length_15096_cov_24_065669-cat_2.windows.csv.gz	0	0	15096	4043
VIRSorter_H_NODE_2073_length_15092_cov_36_077247-cat_2	VIRSorter_H_NODE_2073_length_15092_cov_36_077247-cat_2.windows.csv.gz	0	0	15092	5341
VIRSorter_H_NODE_2076_length_15080_cov_10_978934-cat_1	VIRSorter_H_NODE_2076_length_15080_cov_10_978934-cat_1.windows.csv.gz	0	0	15080	1957
VIRSorter_H_NODE_2081_length_15058_cov_17_421271-cat_2	VIRSorter_H_NODE_2081_length_15058_cov_17_421271-cat_2.windows.csv.gz	2	638	15058	5826
VIRSorter_H_NODE_2084_length_15034_cov_11_802241-cat_2	VIRSorter_H_NODE_2084_length_15034_cov_11_802241-cat_2.windows.csv.gz	0	0	15034	1850
VIRSorter_H_NODE_2085_length_15028_cov_39_354003-cat_2	VIRSorter_H_NODE_2085_length_15028_cov_39_354003-cat_2.windows.csv.gz	0	0	15028	5360
VIRSorter_H_NODE_2086_length_15023_cov_21_149436-cat_2	VIRSorter_H_NODE_2086_length_15023_cov_21_149436-cat_2.windows.csv.gz	0	0	15023	3216
VIRSorter_H_NODE_2087_length_15021_cov_9_861219-cat_2	VIRSorter_H_NODE_2087_length_15021_cov_9_861219-cat_2.windows.csv.gz	1	342	15021	1215
VIRSorter_H_NODE_2088_length_15010_cov_98_461332-cat_2	VIRSorter_H_NODE_2088_length_15010_cov_98_461332-cat_2.windows.csv.gz	7	3557	15010	60279
VIRSorter_H_NODE_209_length_65047_cov_67_043022-cat_1	VIRSorter_H_NODE_209_length_65047_cov_67_043022-cat_1.windows.csv.gz	2	1636	65047	40497
VIRSorter_H_NODE_2094_length_14971_cov_29_655551-cat_2	VIRSorter_H_NODE_2094_length_14971_cov_29_655551-cat_2.windows.csv.gz	1	371	14971	6104
VIRSorter_H_NODE_2095_length_14970_cov_22_031530-cat_2	VIRSorter_H_NODE_2095_length_14970_cov_22_031530-cat_2.windows.csv.gz	1	389	14970	17275
VIRSorter_H_NODE_2096_length_14961_cov_29_272078-cat_2	VIRSorter_H_NODE_2096_length_14961_cov_29_272078-cat_2.windows.csv.gz	2	604	14961	8697
VIRSorter_H_NODE_2098_length_14931_cov_16_246082-cat_2	VIRSorter_H_NODE_2098_length_14931_cov_16_246082-cat_2.windows.csv.gz	0	0	14931	2569
VIRSorter_H_NODE_2099_length_14924_cov_13_749882-cat_2	VIRSorter_H_NODE_2099_length_14924_cov_13_749882-cat_2.windows.csv.gz	0	0	14924	1890
VIRSorter_H_NODE_2103_length_14911_cov_72_770495-cat_2	VIRSorter_H_NODE_2103_length_14911_cov_72_770495-cat_2.windows.csv.gz	4	2992	14911	11822
VIRSorter_H_NODE_2105_length_14894_cov_18_464075-cat_2	VIRSorter_H_NODE_2105_length_14894_cov_18_464075-cat_2.windows.csv.gz	0	0	14894	2557
VIRSorter_H_NODE_2107_length_14872_cov_14_505392-cat_2	VIRSorter_H_NODE_2107_length_14872_cov_14_505392-cat_2.windows.csv.gz	5	2670	14872	903
VIRSorter_H_NODE_2110_length_14833_cov_6_254726-cat_1	VIRSorter_H_NODE_2110_length_14833_cov_6_254726-cat_1.windows.csv.gz	0	0	14833	988
VIRSorter_H_NODE_2115_length_14800_cov_89_091938-cat_2	VIRSorter_H_NODE_2115_length_14800_cov_89_091938-cat_2.windows.csv.gz	0	0	14800	93843
VIRSorter_H_NODE_2116_length_14800_cov_34_672119-cat_2	VIRSorter_H_NODE_2116_length_14800_cov_34_672119-cat_2.windows.csv.gz	0	0	14800	11337
VIRSorter_H_NODE_2118_length_14792_cov_43_517695-cat_2	VIRSorter_H_NODE_2118_length_14792_cov_43_517695-cat_2.windows.csv.gz	5	1404	14792	12391
VIRSorter_H_NODE_2120_length_14782_cov_33_061958-cat_2	VIRSorter_H_NODE_2120_length_14782_cov_33_061958-cat_2.windows.csv.gz	1	315	14782	16811
VIRSorter_H_NODE_2121_length_14781_cov_14_795892-cat_2	VIRSorter_H_NODE_2121_length_14781_cov_14_795892-cat_2.windows.csv.gz	0	0	14781	1735
VIRSorter_H_NODE_2122_length_14772_cov_34_801161-cat_2	VIRSorter_H_NODE_2122_length_14772_cov_34_801161-cat_2.windows.csv.gz	0	0	14772	5409
VIRSorter_H_NODE_2125_length_14751_cov_67_407412-cat_2	VIRSorter_H_NODE_2125_length_14751_cov_67_407412-cat_2.windows.csv.gz	0	0	14751	8551
VIRSorter_H_NODE_2128_length_14738_cov_77_097050-cat_2	VIRSorter_H_NODE_2128_length_14738_cov_77_097050-cat_2.windows.csv.gz	6	2904	14738	7878
VIRSorter_H_NODE_2129_length_14723_cov_25_856399-cat_2	VIRSorter_H_NODE_2129_length_14723_cov_25_856399-cat_2.windows.csv.gz	0	0	14723	3710
VIRSorter_H_NODE_2130_length_14710_cov_21_907906-cat_2	VIRSorter_H_NODE_2130_length_14710_cov_21_907906-cat_2.windows.csv.gz	1	297	14710	3215
VIRSorter_H_NODE_2131_length_14695_cov_33_181494-cat_2	VIRSorter_H_NODE_2131_length_14695_cov_33_181494-cat_2.windows.csv.gz	1	620	14695	8272
VIRSorter_H_NODE_2132_length_14686_cov_40_093001-cat_2	VIRSorter_H_NODE_2132_length_14686_cov_40_093001-cat_2.windows.csv.gz	1	2192	14686	4187
VIRSorter_H_NODE_2133_length_14683_cov_25_711940-cat_2	VIRSorter_H_NODE_2133_length_14683_cov_25_711940-cat_2.windows.csv.gz	1	289	14683	5192
VIRSorter_H_NODE_2135_length_14672_cov_20_761224-cat_2	VIRSorter_H_NODE_2135_length_14672_cov_20_761224-cat_2.windows.csv.gz	0	0	14672	3151
VIRSorter_H_NODE_2138_length_14658_cov_23_457986-cat_2	VIRSorter_H_NODE_2138_length_14658_cov_23_457986-cat_2.windows.csv.gz	0	0	14658	3375
VIRSorter_H_NODE_2140_length_14647_cov_13_784711-cat_1	VIRSorter_H_NODE_2140_length_14647_cov_13_784711-cat_1.windows.csv.gz	0	0	14647	1875
VIRSorter_H_NODE_2141_length_14645_cov_13_755476-cat_2	VIRSorter_H_NODE_2141_length_14645_cov_13_755476-cat_2.windows.csv.gz	0	0	14645	2310
VIRSorter_H_NODE_2143_length_14632_cov_7_257911-cat_1	VIRSorter_H_NODE_2143_length_14632_cov_7_257911-cat_1.windows.csv.gz	0	0	14632	959
VIRSorter_H_NODE_2144_length_14629_cov_10_729141-cat_2	VIRSorter_H_NODE_2144_length_14629_cov_10_729141-cat_2.windows.csv.gz	0	0	14629	1625
VIRSorter_H_NODE_2146_length_14609_cov_33_550200-cat_1	VIRSorter_H_NODE_2146_length_14609_cov_33_550200-cat_1.windows.csv.gz	1	2802	14609	5028
VIRSorter_H_NODE_2148_length_14576_cov_31_886359-cat_2	VIRSorter_H_NODE_2148_length_14576_cov_31_886359-cat_2.windows.csv.gz	1	404	14576	4757
VIRSorter_H_NODE_2154_length_14563_cov_82_170269-cat_2	VIRSorter_H_NODE_2154_length_14563_cov_82_170269-cat_2.windows.csv.gz	3	1605	14563	45983
VIRSorter_H_NODE_2157_length_14525_cov_18_831504-cat_1	VIRSorter_H_NODE_2157_length_14525_cov_18_831504-cat_1.windows.csv.gz	0	0	14525	2646
VIRSorter_H_NODE_2159_length_14514_cov_24_363870-cat_1	VIRSorter_H_NODE_2159_length_14514_cov_24_363870-cat_1.windows.csv.gz	1	296	14514	3306
VIRSorter_H_NODE_216_length_64217_cov_76_208145-cat_2	VIRSorter_H_NODE_216_length_64217_cov_76_208145-cat_2.windows.csv.gz	0	0	64217	59666
VIRSorter_H_NODE_2162_length_14503_cov_36_477393-cat_2	VIRSorter_H_NODE_2162_length_14503_cov_36_477393-cat_2.windows.csv.gz	0	0	14503	13328
VIRSorter_H_NODE_2163_length_14497_cov_29_636326-cat_2	VIRSorter_H_NODE_2163_length_14497_cov_29_636326-cat_2.windows.csv.gz	1	15	14497	4621
VIRSorter_H_NODE_2164_length_14496_cov_24_216369-cat_2	VIRSorter_H_NODE_2164_length_14496_cov_24_216369-cat_2.windows.csv.gz	0	0	14496	4169
VIRSorter_H_NODE_2167_length_14493_cov_18_445287-cat_2	VIRSorter_H_NODE_2167_length_14493_cov_18_445287-cat_2.windows.csv.gz	0	0	14493	2455
VIRSorter_H_NODE_2174_length_14478_cov_7_628737-cat_2	VIRSorter_H_NODE_2174_length_14478_cov_7_628737-cat_2.windows.csv.gz	0	0	14478	1390
VIRSorter_H_NODE_2178_length_14441_cov_82_062876-cat_2	VIRSorter_H_NODE_2178_length_14441_cov_82_062876-cat_2.windows.csv.gz	0	0	14441	69733
VIRSorter_H_NODE_218_length_63375_cov_33_576746-cat_2	VIRSorter_H_NODE_218_length_63375_cov_33_576746-cat_2.windows.csv.gz	0	0	63375	18917
VIRSorter_H_NODE_2183_length_14420_cov_29_933814-cat_2	VIRSorter_H_NODE_2183_length_14420_cov_29_933814-cat_2.windows.csv.gz	0	0	14420	5990
VIRSorter_H_NODE_2184_length_14418_cov_90_273109-cat_2	VIRSorter_H_NODE_2184_length_14418_cov_90_273109-cat_2.windows.csv.gz	0	0	14418	18988
VIRSorter_H_NODE_2187_length_14410_cov_39_300287-cat_2	VIRSorter_H_NODE_2187_length_14410_cov_39_300287-cat_2.windows.csv.gz	1	4	14410	5030
VIRSorter_H_NODE_219_length_63208_cov_22_872355-cat_1	VIRSorter_H_NODE_219_length_63208_cov_22_872355-cat_1.windows.csv.gz	0	0	63208	13609
VIRSorter_H_NODE_2191_length_14395_cov_25_069526-cat_2	VIRSorter_H_NODE_2191_length_14395_cov_25_069526-cat_2.windows.csv.gz	2	1001	14395	7768
VIRSorter_H_NODE_2193_length_14389_cov_23_290703-cat_2	VIRSorter_H_NODE_2193_length_14389_cov_23_290703-cat_2.windows.csv.gz	0	0	14389	3214
VIRSorter_H_NODE_2196_length_14375_cov_6_332608-cat_2	VIRSorter_H_NODE_2196_length_14375_cov_6_332608-cat_2.windows.csv.gz	0	0	14375	1027
VIRSorter_H_NODE_2198_length_14365_cov_54_516997-cat_2	VIRSorter_H_NODE_2198_length_14365_cov_54_516997-cat_2.windows.csv.gz	2	5127	14365	2927
VIRSorter_H_NODE_220_length_62907_cov_39_181746-circular-cat_2	VIRSorter_H_NODE_220_length_62907_cov_39_181746-circular-cat_2.windows.csv.gz	0	0	62780	23151
VIRSorter_H_NODE_2200_length_14359_cov_18_754848-cat_2	VIRSorter_H_NODE_2200_length_14359_cov_18_754848-cat_2.windows.csv.gz	0	0	14359	2931
VIRSorter_H_NODE_2203_length_14355_cov_14_481515-cat_2	VIRSorter_H_NODE_2203_length_14355_cov_14_481515-cat_2.windows.csv.gz	0	0	14355	2557
